dgp,N,method,target,attempted,target_support_rate,gram_min_eigenvalue_min,gram_max_eigenvalue_max,condition_number_max,riesz_residual_max,riesz_convergence_rate,target_rayleigh_min,invalid_variance_count,nonfinite_SE_count
4,50,selected_rank,B_G2_fixed_time,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,B_G2_minus_G1_fixed_time,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,B_G2_minus_G1_time_average,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,B_G2_time_average,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,B_entry,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,B_fixed_time_mean,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,B_full_mean,3,0.0,,,,,0.0,,3,3
4,100,fixed_rank,A_G1_fixed_time,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.600360185434535e-09,1.0,1.2784903973881734,0,0
4,100,fixed_rank,A_G1_time_average,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,7.943476992517215e-09,1.0,1.0440269189887146,0,0
4,100,fixed_rank,A_G2_fixed_time,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,8.87971446364185e-09,1.0,1.2768782458132464,0,0
4,100,fixed_rank,A_G2_minus_G1_fixed_time,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.13476143797374e-09,1.0,1.6838497369626728,0,0
4,100,fixed_rank,A_G2_minus_G1_time_average,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.471645594256405e-09,1.0,2.442438383939459,0,0
4,100,fixed_rank,A_G2_time_average,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.823350135486576e-09,1.0,1.0294059512247091,0,0
4,100,fixed_rank,A_entry,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.489701093552608e-09,1.0,1.6933222968530184,0,0
4,100,fixed_rank,A_fixed_time_mean,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.132764794209864e-09,1.0,1.2730738597324938,0,0
4,100,fixed_rank,A_full_mean,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.945552039823257e-09,1.0,0.7701925428956221,0,0
4,100,fixed_rank,B_G1_fixed_time,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.926773050257094e-09,1.0,0.9521626659175578,0,0
4,100,fixed_rank,B_G1_time_average,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.905665389813354e-09,1.0,0.7775490673279697,0,0
4,100,fixed_rank,B_G2_fixed_time,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.596830429938014e-09,1.0,0.9523260588226379,0,0
4,100,fixed_rank,B_G2_minus_G1_fixed_time,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.183021685900029e-09,1.0,0.9486682845345301,0,0
4,100,fixed_rank,B_G2_minus_G1_time_average,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.78038110584605e-09,1.0,0.8471692327870217,0,0
4,100,fixed_rank,B_G2_time_average,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,8.026985429861253e-09,1.0,0.7179976515288352,0,0
4,100,fixed_rank,B_entry,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.571360931533292e-09,1.0,0.553059792738159,0,0
4,100,fixed_rank,B_fixed_time_mean,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.501681097491632e-09,1.0,0.9525188285146502,0,0
4,100,fixed_rank,B_full_mean,3,1.0,0.18940471157185304,38.80783794116115,204.89373056825414,9.870291956482e-09,1.0,0.6799830240388042,0,0
4,100,selected_rank,A_G1_fixed_time,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,A_G1_time_average,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,A_G2_fixed_time,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,A_G2_minus_G1_fixed_time,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,A_G2_minus_G1_time_average,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,A_G2_time_average,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,A_entry,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,A_fixed_time_mean,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,A_full_mean,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,B_G1_fixed_time,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,B_G1_time_average,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,B_G2_fixed_time,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,B_G2_minus_G1_fixed_time,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,B_G2_minus_G1_time_average,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,B_G2_time_average,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,B_entry,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,B_fixed_time_mean,3,0.0,,,,,0.0,,3,3
4,100,selected_rank,B_full_mean,3,0.0,,,,,0.0,,3,3
