diagnostic_label,c_kappa,N,eligible_saved_replications,Exact,Under_only,Over_only,Mixed,modal_selected_rank,modal_count,selected_rank_distribution
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.118771763862494e-06,50,12,4,8,0,0,"(1,0,0)",5,"{""(1,0,0)"": 5, ""(1,0,1)"": 3, ""(1,1,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.118771763862494e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.142147119702958e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.142147119702958e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.144218664712324e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.144218664712324e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.146290908385958e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.146290908385958e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.162899504141638e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.162899504141638e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.179552979883816e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.179552979883816e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.18570751915182e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.18570751915182e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.191868188046631e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.191868188046631e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.192478250971135e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.192478250971135e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.193088374002986e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.193088374002986e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.238698994868342e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.238698994868342e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.284645527093281e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.284645527093281e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.286676525688604e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.286676525688604e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.288708180638414e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.288708180638414e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.297981215787334e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.297981215787334e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.3072679245204635e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.3072679245204635e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.319740417477536e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.319740417477536e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.332237574533617e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.332237574533617e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.338853899867313e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.338853899867313e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.345477138359337e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.345477138359337e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.364867943977818e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.364867943977818e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.384318004926408e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.384318004926408e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.396486749840493e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.396486749840493e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.408678688829914e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.408678688829914e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.428633445424357e-06,50,12,3,9,0,0,"(1,0,0)",6,"{""(1,0,0)"": 6, ""(1,0,1)"": 3, ""(1,1,1)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.428633445424357e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.448650335311804e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.448650335311804e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.4610566411263794e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.4610566411263794e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.473486814946811e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.473486814946811e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.4960521277395386e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.4960521277395386e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.518696098812725e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.518696098812725e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.519900294874538e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.519900294874538e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.521104713386996e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.521104713386996e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.53293517350904e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.53293517350904e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.5447870962195325e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.5447870962195325e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.574154069640688e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.574154069640688e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.6036528149766876e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.6036528149766876e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.606091290973389e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.606091290973389e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.608530667405857e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.608530667405857e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.612744204067238e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.612744204067238e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.616960427239749e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.616960427239749e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.62859328260082e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.62859328260082e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.640246588941664e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.640246588941664e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.663820732902295e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.663820732902295e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.687478569577651e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.687478569577651e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.701811950725544e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.701811950725544e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.7161760528414376e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.7161760528414376e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.732516445669952e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.732516445669952e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.748896594519704e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.748896594519704e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.760475678292775e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.760475678292775e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.772074628303111e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.772074628303111e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.7836926946982685e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.7836926946982685e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.795330692868277e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.795330692868277e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.803935419260506e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.803935419260506e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.812551041563417e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.812551041563417e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.828373773546335e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.828373773546335e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.844233255176467e-06,50,12,2,10,0,0,"(1,0,0)",7,"{""(1,0,0)"": 7, ""(1,0,1)"": 3, ""(1,1,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.844233255176467e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.848838677429341e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.848838677429341e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.8534471986289234e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.8534471986289234e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.921992212552219e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.921992212552219e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.991222782050333e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.991222782050333e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.034449635405355e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.034449635405355e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.077943761154524e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.077943761154524e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.086483728151422e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.086483728151422e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.0950339991347265e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.0950339991347265e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.154379868720628e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.154379868720628e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.214222132296655e-06,50,12,1,11,0,0,"(1,0,0)",8,"{""(1,0,0)"": 8, ""(1,0,1)"": 3, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.214222132296655e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.320451701144708e-06,50,12,1,11,0,0,"(1,0,0)",9,"{""(1,0,0)"": 9, ""(1,0,1)"": 2, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.320451701144708e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.428245502572613e-06,50,12,1,11,0,0,"(1,0,0)",9,"{""(1,0,0)"": 9, ""(1,0,1)"": 2, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.428245502572613e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.475332897266715e-06,50,12,1,11,0,0,"(1,0,0)",9,"{""(1,0,0)"": 9, ""(1,0,1)"": 2, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.475332897266715e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.522718777348559e-06,50,12,1,11,0,0,"(1,0,0)",9,"{""(1,0,0)"": 9, ""(1,0,1)"": 2, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.522718777348559e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.5484452389672096e-06,50,12,1,11,0,0,"(1,0,0)",9,"{""(1,0,0)"": 9, ""(1,0,1)"": 2, ""(1,1,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.5484452389672096e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.574259680855628e-06,50,12,0,12,0,0,"(1,0,0)",10,"{""(1,0,0)"": 10, ""(1,0,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.574259680855628e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.593486296145716e-06,50,12,0,12,0,0,"(1,0,0)",10,"{""(1,0,0)"": 10, ""(1,0,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.593486296145716e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
